,0,1,2,3,4,5
4930532G15Rik,1,1,3,3,3,0
Eprs,15,18,77,26,29,19
Slc30a10,0,0,0,0,1,0
Rrp15,2,5,8,5,8,2
A430105J06Rik,0,1,1,1,0,0
Gpatch2,4,3,7,5,5,1
Kctd3,0,2,1,1,1,3
Cenpf,0,0,1,0,0,0
Gm37422,2,0,0,0,0,0
Smyd2,1,0,5,1,4,1
Prox1,0,1,3,1,1,0
Prox1os,0,0,2,0,0,0
Rps6kc1,0,0,2,0,0,0
Angel2,5,6,8,8,5,7
Mfsd7b,2,5,2,3,1,1
A230020J21Rik,0,0,0,0,1,0
Tatdn3,1,0,0,0,1,3
Batf3,0,1,0,1,0,0
Atf3,7,9,61,36,62,20
D730003I15Rik,1,2,4,3,3,3
Nenf,3,3,7,6,5,5
Tmem206,0,2,3,1,1,1
Ppp2r5a,8,20,34,14,26,19
Dtl,0,1,3,0,0,1
Ints7,2,0,2,2,2,3
Lpgat1,1,3,7,3,11,7
1700034H15Rik,0,0,0,0,0,2
Slc30a1,0,0,3,2,2,2
Gm26670,0,0,1,0,0,0
Traf5,4,1,7,4,5,3
Gm26879,1,0,1,0,0,0
