gene,timepoint,log2FC,p,padj
4930426I24Rik,24H,-0.027330802247847785,0.979126667121951,1.0
4930426L09Rik,24H,-1.0556654221866641,0.07085026640233492,1.0
4930427A07Rik,24H,-0.27565019145258685,0.2677602550078367,1.0
4930430F08Rik,24H,0.0855819946539551,0.8654984959060115,1.0
4930432K21Rik,24H,-0.05189124546227841,0.7992151725042845,1.0
4930444P10Rik,24H,0.05518484091149656,0.9671628807414488,1.0
4930447C04Rik,24H,0.19206044936580735,0.8155637218987631,1.0
4930447M23Rik,24H,-0.1565786311099009,0.6452395874796757,1.0
4930447N08Rik,24H,0.32908031645888336,0.47498383091093294,1.0
4930448N21Rik,24H,-0.0161038396397446,0.9736718251492359,1.0
4930451G09Rik,24H,0.4628965455132459,0.06356889910867894,1.0
4930452B06Rik,24H,-0.14201773697347786,0.5212681643881002,1.0
4930453N24Rik,24H,-0.4846877983522653,0.45541285410292925,1.0
4930456G14Rik,24H,-0.23543515746176702,0.687648109855913,1.0
4930458D05Rik,24H,0.7191808086877893,0.1385007248932855,1.0
4930471C04Rik,24H,0.29956010878000283,0.6857281848647055,1.0
4930477O15Rik,24H,-0.5034143150880255,0.19850877951551713,1.0
4930479D17Rik,24H,0.6109976506668935,0.11014573982222148,1.0
4930480K23Rik,24H,-0.08070777687226993,0.8162573865441138,1.0
4930481A15Rik,24H,-0.11489118277566579,0.7969054132857806,1.0
4930481B07Rik,24H,0.04479196417160436,0.9580333137156396,1.0
4930500F10Rik,24H,-0.5869084456503626,0.3334849495261632,1.0
4930503L19Rik,24H,0.14850600059964414,0.7587577064063854,1.0
4930506C21Rik,24H,-0.4371013391955003,0.30940319207779354,1.0
4930507D05Rik,24H,0.06234144842039857,0.6819239365442649,1.0
4930509G22Rik,24H,0.2536501564318323,0.687976390706909,1.0
4930513N10Rik,24H,-0.1800451620885477,0.6931082144612788,1.0
4930515G01Rik,24H,0.030241656328638955,0.9488822911019302,1.0
4930517J16Rik,24H,1.3837093757812524,0.13719615663872817,1.0
4930518I15Rik,24H,0.06681022008041282,0.9518831418532679,1.0
4930520O04Rik,24H,0.5889135954637159,0.3941685047413998,1.0
4930522L14Rik,24H,0.3125286720669518,0.57388683059816,1.0
4930523C07Rik,24H,0.3061930970380651,0.4814950190152665,1.0
4930524J08Rik,24H,-0.11993427167436055,0.8128110513185364,1.0
4930525G20Rik,24H,-0.3172082766956219,0.6416691168401827,1.0
4930526A20Rik,24H,-0.03212224084231696,0.9077843998771581,1.0
4930533O14Rik,24H,-0.013131370232660089,0.9333984629477005,1.0
4930534D22Rik,24H,-0.10405978553569595,0.9460452437184357,1.0
4930538K18Rik,24H,0.051433692579093915,0.890478255458122,1.0
4930539E08Rik,24H,0.07798740952616612,0.9024087889447491,1.0
4930539J05Rik,24H,-0.010968271828782683,0.9755447274147272,1.0
4930547M16Rik,24H,-0.24973933951970206,0.491628400861431,1.0
4930553P18Rik,24H,0.6388788692200231,0.0998639259818833,1.0
4930563E22Rik,24H,-0.01340676001213481,0.9689794981000742,1.0
4930570G19Rik,24H,-0.332021546077617,0.527583034015657,1.0
4930577N17Rik,24H,-0.6764547984623479,0.393469826249319,1.0
4930578C19Rik,24H,-0.38408810596355547,0.3526545950293914,1.0
4930578M01Rik,24H,0.12329082494252752,0.8077244928043207,1.0
4930579G24Rik,24H,0.2218717596980948,0.5908218709097641,1.0
4930579K19Rik,24H,0.284136527753458,0.6186756258019498,1.0
4930581F22Rik,24H,0.10153759492182068,0.8286189147984546,1.0
4930590J08Rik,24H,0.36730338921518335,0.5101589432201881,1.0
4930594M22Rik,24H,0.12693484927960164,0.8488730903774072,1.0
4930599N23Rik,24H,-0.028185158519001163,0.9657190490627978,1.0
4931406C07Rik,24H,-0.22620213065958517,0.5801103659760698,1.0
4931406P16Rik,24H,-0.12168102800046121,0.6165216951792802,1.0
4931414P19Rik,24H,0.4183666285860417,0.11732097231888385,1.0
4931415C17Rik,24H,0.42332380654630253,0.3350118672664233,1.0
4931428F04Rik,24H,0.08394356165399941,0.7508891709373978,1.0
4931440F15Rik,24H,-0.07142628810359675,0.8844820812919456,1.0
4931440P22Rik,24H,0.12299805779920536,0.4439873012543334,1.0
4932411E22Rik,24H,-0.3261048383723817,0.5226052594979047,1.0
4932418E24Rik,24H,-0.37211085455129744,0.5946942574151244,1.0
4932438A13Rik,24H,0.1074246570248949,0.6429242918467707,1.0
4932438H23Rik,24H,0.3498630165219945,0.4694079928566766,1.0
4932441J04Rik,24H,0.06294841224887815,0.7552602461542965,1.0
4932443I19Rik,24H,-0.613119564554089,0.33478945613454403,1.0
4933404O12Rik,24H,-1.7921327395940336,0.13458663119532266,1.0
4933406C10Rik,24H,-0.3574673352947286,0.6132913627415629,1.0
4933406I18Rik,24H,-0.1832510626432038,0.726359876075311,1.0
4933406P04Rik,24H,-0.01208741031805527,0.9624414836689611,1.0
4933407K13Rik,24H,-0.044470237156602366,0.9524389761005722,1.0
4933407L21Rik,24H,-0.307479085450284,0.10214162773837773,1.0
4933408B17Rik,24H,0.5619745615854841,0.6013479926108969,1.0
4933413G19Rik,24H,-0.033229662823197614,0.9059793845095852,1.0
4933415A04Rik,24H,0.08643840117570711,0.8639293174761244,1.0
4933416E14Rik,24H,0.8530892636851601,0.07045996393672041,1.0
4933417D19Rik,24H,0.2961713237960226,0.628565081825959,1.0
4933421O10Rik,24H,0.2012107052129597,0.6406659744493397,1.0
4933427D14Rik,24H,0.14913186687752322,0.7774055490035366,1.0
4933427G17Rik,24H,-0.3723427279434457,0.43036399008695453,1.0
4933427G23Rik,24H,0.429171628694621,0.5297565121467142,1.0
4933427I22Rik,24H,-0.03703172734951954,0.9552506661315666,1.0
4933431E20Rik,24H,0.10706605519135337,0.7360661094412735,1.0
4933431K14Rik,24H,-0.366155843860847,0.2673947747862498,1.0
4933434E20Rik,24H,0.06945803315862342,0.8192427527765032,1.0
4933439C10Rik,24H,0.05456590826120333,0.9108194443468095,1.0
4933440N22Rik,24H,-0.1258145836939113,0.8767543208875919,1.0
5031414D18Rik,24H,-0.38368484100395506,0.14575857311829118,1.0
5031425E22Rik,24H,0.8072915523380368,0.16037245145955661,1.0
5031434O11Rik,24H,0.05175786168932728,0.9118829217197122,1.0
5031439G07Rik,24H,-0.03135321113575351,0.9209617820623378,1.0
5033404E19Rik,24H,-0.5422271339591509,0.17899753300964164,1.0
5033417F24Rik,24H,0.19863758108067398,0.6376625252770616,1.0
5033426O07Rik,24H,0.5742664821668666,0.1347919772859128,1.0
5033430I15Rik,24H,-0.31878957569452737,0.39551253835726763,1.0
5330413P13Rik,24H,0.22181095292904907,0.722541578022273,1.0
5330416C01Rik,24H,0.24665522906422055,0.3928940076308641,1.0
5330417C22Rik,24H,0.09791594797632186,0.7862013684460093,1.0
5330429C05Rik,24H,0.5866762753902095,0.18996444020426675,1.0
5330434G04Rik,24H,0.17645385458610718,0.5508166444091359,1.0
5330437M03Rik,24H,0.6503606771895356,0.580786624257517,1.0
5330439K02Rik,24H,0.1429615164509137,0.5882062942589605,1.0
5430400D12Rik,24H,-0.018498230894893997,0.9641233707076949,1.0
5430402O13Rik,24H,-0.23608893906271478,0.4483984367709124,1.0
5430403G16Rik,24H,0.5695951936599064,0.3121411134071788,1.0
5430405H02Rik,24H,-0.1363836197510988,0.6922549990500753,1.0
5430416N02Rik,24H,-0.05336736047996915,0.9110671941210475,1.0
5430416O09Rik,24H,-0.3901642705202528,0.19067231303437004,1.0
5530601H04Rik,24H,0.007826556199655776,0.9850866796646777,1.0
5730405O15Rik,24H,0.12726967106910347,0.7149513721321958,1.0
5730409E04Rik,24H,-0.0541615021749422,0.7117100039456471,1.0
5730422E09Rik,24H,-0.1504497520701693,0.7132491588483968,1.0
5730455P16Rik,24H,0.12431761127646546,0.7317638917152374,1.0
5730508B09Rik,24H,0.13075942648276762,0.6588853543076019,1.0
5730522E02Rik,24H,0.029051460397193196,0.9119462820947737,1.0
5730559C18Rik,24H,0.3824275342358421,0.2982062633306961,1.0
5830415F09Rik,24H,-0.004740400493695063,0.9874663568917847,1.0
5830417I10Rik,24H,0.1602521259415468,0.7215527576663375,1.0
5830444B04Rik,24H,0.28119455286127826,0.7513248122360436,1.0
5830454E08Rik,24H,0.2186963282517702,0.29750280758894526,1.0
5830487J09Rik,24H,0.4115802788351912,0.7293985544689268,1.0
5930403N24Rik,24H,-0.7370592514790761,0.1606140221769112,1.0
5930409G06Rik,24H,0.2943884445434124,0.5374979178387089,1.0
5930412G12Rik,24H,-0.6283499049471422,0.297747041907887,1.0
5930420M18Rik,24H,0.10739427665185364,0.8894216941178993,1.0
5930422O12Rik,24H,0.6513151199526028,0.3952821284488954,1.0
5930430L01Rik,24H,0.11578341656846636,0.7383792458064626,1.0
6030419C18Rik,24H,-0.0962698441986678,0.42381263101981614,1.0
6030442K20Rik,24H,0.22985217567322636,0.733767672251283,1.0
6030443J06Rik,24H,0.2948879958422479,0.20850489139770026,1.0
6030445D17Rik,24H,-0.20568351879467484,0.4966250543881954,1.0
6030458C11Rik,24H,0.050129625558055224,0.8613060828452935,1.0
6230400D17Rik,24H,0.007824151229312903,0.9686590500232458,1.0
6330403A02Rik,24H,0.059232330228690344,0.7432276468641568,1.0
6330403K07Rik,24H,0.10376028725090869,0.49478194881034254,1.0
6330403L08Rik,24H,-0.04782946287813061,0.8674741979124602,1.0
6330408A02Rik,24H,0.16240039287591657,0.586717459172007,1.0
6330409D20Rik,24H,0.09920430035976846,0.8067608165758637,1.0
6330416G13Rik,24H,-0.02268854803883613,0.8788257132689475,1.0
6330418K02Rik,24H,-0.056015895183079145,0.8694674060893575,1.0
6330549D23Rik,24H,0.30529923027435846,0.5692733574929885,1.0
6330562C20Rik,24H,0.005717153918253004,0.9904297771737193,1.0
6430511E19Rik,24H,0.45263476225834154,0.1062779924675059,1.0
6430531B16Rik,24H,-0.08243162232503431,0.8205446658237737,1.0
6430548M08Rik,24H,0.14373736024288597,0.7448786827846852,1.0
6430550D23Rik,24H,-0.48110879583451904,0.12367589926414566,1.0
6430571L13Rik,24H,-0.09513994415334093,0.7520013560037363,1.0
6430573F11Rik,24H,0.029671018403607086,0.9181560002896714,1.0
6430573P05Rik,24H,-0.06113994343329843,0.7298380184642215,1.0
6430590A07Rik,24H,0.37951784837864677,0.6238740349229264,1.0
6530401F13Rik,24H,0.7261871264721775,0.3495077507060113,1.0
6530402F18Rik,24H,0.00042777697634299727,0.9992155930911651,1.0
6530403H02Rik,24H,0.46172169640346405,0.3669596222120822,1.0
6530411M01Rik,24H,0.22373566423591962,0.6511081531675245,1.0
6720427I07Rik,24H,0.3102442081559227,0.6606873540089868,1.0
6720483E21Rik,24H,-0.43826193561272353,0.7045639612519388,1.0
6720489N17Rik,24H,-0.045277995840899976,0.9439438497530732,1.0
6820408C15Rik,24H,0.4730699780869454,0.2696401740005662,1.0
6820431F20Rik,24H,0.6323143123811565,0.21710277179843265,1.0
7630403G23Rik,24H,-0.3977402932637033,0.37618587412400495,1.0
8030453O22Rik,24H,0.49785070722393066,0.10496802934529431,1.0
8030462N17Rik,24H,0.18181289473453077,0.5973659727156533,1.0
8430408G22Rik,24H,0.4571091101235014,0.1228345928112076,1.0
8430422M14Rik,24H,0.14379302174782804,0.8535998179687605,1.0
8430429K09Rik,24H,0.4607174163775083,0.5178250607125269,1.0
8430432A02Rik,24H,-0.3036087467698141,0.6304100344566562,1.0
9030407P20Rik,24H,-0.5773851312123428,0.2131802545952684,1.0
9030612E09Rik,24H,-0.4204446030796025,0.14754015986402802,1.0
9030617O03Rik,24H,-0.34027136327572105,0.19359291720698557,1.0
9030624G23Rik,24H,-0.4396833572842396,0.5242984647077553,1.0
9030624J02Rik,24H,-0.07910202967735813,0.7585672146797664,1.0
9130011E15Rik,24H,0.07363942075596341,0.7579833514613128,1.0
9130017K11Rik,24H,0.7811721431852114,0.15662339593018482,1.0
9130019O22Rik,24H,0.14288175306678141,0.5398995663124856,1.0
9130019P16Rik,24H,0.3363504959357728,0.4860204414608246,1.0
9130023H24Rik,24H,-0.23658711239483488,0.25975127485362914,1.0
9130024F11Rik,24H,-0.0044936635105390366,0.989055050402091,1.0
9130213A22Rik,24H,-0.440444773657533,0.17330487767442745,1.0
9130221H12Rik,24H,0.027526895882244773,0.8959562168294672,1.0
9130401M01Rik,24H,-0.10062545912763099,0.6365444334721349,1.0
9130604C24Rik,24H,-0.4684444163775434,0.2705002486821698,1.0
9230110C19Rik,24H,0.23651913907759692,0.6203757366113072,1.0
9230112E08Rik,24H,0.15706303739386485,0.6029542768290154,1.0
9230114K14Rik,24H,0.5997566657770195,0.22550522501793221,1.0
9330020H09Rik,24H,0.042668823692693536,0.8040911809120023,1.0
9330104G04Rik,24H,-0.4532487706700632,0.09306970433705,1.0
9330111N05Rik,24H,-0.20440820750532485,0.6057721128032493,1.0
9330121J05Rik,24H,0.24344682741523993,0.09808782625545968,1.0
9330136K24Rik,24H,0.4111135672474755,0.5579964130663901,1.0
9330151L19Rik,24H,-0.04420180561160514,0.8777602842999456,1.0
9330154J02Rik,24H,1.167304289665958,0.005662307888095785,1.0
9330158H04Rik,24H,0.9767727320466739,0.014487213449237297,1.0
9330159F19Rik,24H,0.3062224680176069,0.5885807578195653,1.0
9330159M07Rik,24H,-0.1296234133414229,0.8151337001811663,1.0
9330160F10Rik,24H,0.3436471269716961,0.32030442693959876,1.0
9330161L09Rik,24H,-0.37767078860902004,0.5808222050883485,1.0
9330162012Rik,24H,0.07988877097359204,0.7918077061588975,1.0
9330171B17Rik,24H,-0.47924455538116906,0.21406144095697624,1.0
9330179D12Rik,24H,0.14278833641964983,0.5269664519137978,1.0
9330182L06Rik,24H,0.1961643208347148,0.6109352131857823,1.0
9430002A10Rik,24H,-0.3224622462089193,0.6807636074724533,1.0
9430015G10Rik,24H,0.013378599032030536,0.9700809474681107,1.0
9430016H08Rik,24H,-0.005261936581474558,0.9816633043207978,1.0
9430020K01Rik,24H,0.0917669615085952,0.7258743191302546,1.0
9430021M05Rik,24H,-0.09096947484703932,0.8780141967055723,1.0
9430037G07Rik,24H,0.5173445373540657,0.38691400780785057,1.0
9430038I01Rik,24H,0.18245803114543868,0.5458302912337433,1.0
9430041J12Rik,24H,0.2870382922603847,0.4474829704284432,1.0
9430053O09Rik,24H,-0.18408176145637345,0.6803652580226179,1.0
9430065F17Rik,24H,-0.2574867001205039,0.5900317727484021,1.0
9430091E24Rik,24H,0.562525105564383,0.23810358872831744,1.0
9530026P05Rik,24H,0.1789369101298286,0.5260223960622848,1.0
9530036O11Rik,24H,-0.2562656246995183,0.44132863592499927,1.0
9530051G07Rik,24H,0.19613020403020842,0.3412720419486332,1.0
9530052E02Rik,24H,-0.16173667594376617,0.6474630549728664,1.0
9530059O14Rik,24H,-0.4715767810986655,0.32659762481161303,1.0
9530068E07Rik,24H,-0.06205958633240449,0.7727017755895249,1.0
9530077C05Rik,24H,0.2323232696177886,0.5942980063219477,1.0
9530080O11Rik,24H,0.11343539213364195,0.7130495581040188,1.0
9530082P21Rik,24H,-0.4287459315897406,0.25784207281893784,1.0
9630001P10Rik,24H,-0.13376490136609753,0.7341877975105932,1.0
9630010A21Rik,24H,0.18081610906611267,0.8292727641250709,1.0
9630028B13Rik,24H,0.26166993394475435,0.6569624496016692,1.0
9830147E19Rik,24H,0.09003966178489708,0.8954444757966846,1.0
9930004E17Rik,24H,0.8900270179055654,0.2764111051420764,1.0
9930012K11Rik,24H,-0.05394981740582505,0.901815986408125,1.0
9930014A18Rik,24H,-0.7703505853546533,0.010929758500187129,1.0
9930021J03Rik,24H,0.039716511666291865,0.9151399654063386,1.0
9930104L06Rik,24H,0.15748659685882593,0.6257487755146303,1.0
9930111J21Rik2,24H,0.12444402786799369,0.821997234205791,1.0
A130010J15Rik,24H,-0.40305417907288543,0.4717748112941013,1.0
A130014A01Rik,24H,0.31649897612953204,0.1640973247484342,1.0
A230001M10Rik,24H,-0.46392597198055885,0.04118732173451935,1.0
A230005M16Rik,24H,-1.1054071203029503,0.015141589826041404,1.0
A230006K03Rik,24H,0.11065644676821318,0.750298205775516,1.0
A230009B12Rik,24H,-0.45291238904404896,0.15418925059743724,1.0
A230046K03Rik,24H,0.20638828312159063,0.6665400979285053,1.0
A230050P20Rik,24H,0.05575371499393533,0.908881720288899,1.0
A230056P14Rik,24H,0.3421843513611398,0.596918785189457,1.0
A230060F14Rik,24H,0.6277354064488316,0.25067026771078055,1.0
A230065H16Rik,24H,0.4082234037980603,0.5191143031824978,1.0
A230065N10Rik,24H,-0.648729526782255,0.4400022005145226,1.0
A230072C01Rik,24H,0.06129085969919945,0.8905592731294882,1.0
A230072E10Rik,24H,-0.0926071641209818,0.8062830808586227,1.0
A230077H06Rik,24H,0.1700310377648515,0.8167136501453592,1.0
A230083G16Rik,24H,0.24377431170400055,0.4009570269998502,1.0
A230087F16Rik,24H,-0.0123749642662494,0.9861996581821049,1.0
A230103J11Rik,24H,-0.12070460715946396,0.8062735199362882,1.0
A230107N01Rik,24H,0.30355366611550405,0.678653302660101,1.0
A2m,24H,0.007388933656619301,0.9868055633186709,1.0
A330008L17Rik,24H,0.047425068759054945,0.9038611330949824,1.0
A330009N23Rik,24H,-0.058174335941720834,0.7038119219499832,1.0
A330015K06Rik,24H,-0.33145039532705134,0.3173171565451758,1.0
A330017A19Rik,24H,0.43623683881923103,0.2965102643309543,1.0
A330023F24Rik,24H,0.5963574847950994,0.5510471904087892,1.0
A330033J07Rik,24H,-0.2910714156573966,0.43168925530171504,1.0
A330035P11Rik,24H,0.1599644291163993,0.7725612286849073,1.0
A330040F15Rik,24H,0.45706881911964237,0.6523020661267512,1.0
A330041J22Rik,24H,0.3198631515423438,0.5395285108911675,1.0
A330048O09Rik,24H,-0.1858789787703472,0.5173292225619429,1.0
A330050F15Rik,24H,0.17726236233239767,0.3255033725162823,1.0
A330069E16Rik,24H,0.4275258433222535,0.3868916171278507,1.0
A330070K13Rik,24H,-0.1550655993037955,0.6307571840448681,1.0
A330074H02Rik,24H,0.10962757588014949,0.8164886470943876,1.0
A330074K22Rik,24H,-0.07604956589591438,0.7232530368633163,1.0
A330102I10Rik,24H,0.1340423192123552,0.7871109034758386,1.0
A3galt2,24H,0.0786222476930214,0.9533955806903915,1.0
A430005L14Rik,24H,0.09323251751620276,0.5534936324250196,1.0
A430010J10Rik,24H,-0.11293708190440421,0.8641465674242295,1.0
A430018G15Rik,24H,-0.3565484147963067,0.6772398989828196,1.0
A430027H14Rik,24H,-0.1996708686630475,0.6696445483727084,1.0
A430033K04Rik,24H,0.09581586479441384,0.7700929052937205,1.0
A430035B10Rik,24H,0.5240572029561665,0.5706082054963512,1.0
A430046D13Rik,24H,0.030907069521076913,0.9304254350098474,1.0
A430057M04Rik,24H,-0.0721529582764795,0.8351685880449605,1.0
A430105I19Rik,24H,0.052788369202490415,0.8741823325424721,1.0
A430105J06Rik,24H,0.31931212085107763,0.6589581535304716,1.0
A430106G13Rik,24H,-0.4887728795988848,0.6840924598386149,1.0
A430108G06Rik,24H,-0.22849376160057577,0.48331569260064644,1.0
A430110L20Rik,24H,-0.03216953327377059,0.9042104047109858,1.0
A4galt,24H,-0.2790709836371663,0.5355277062818113,1.0
A530013C23Rik,24H,-1.1050797291827714,0.05826713988434172,1.0
A530017D24Rik,24H,0.7476791772313476,0.07217711225033407,1.0
A530041M06Rik,24H,0.03458645827323692,0.8511627527132347,1.0
A530053G22Rik,24H,0.5825172316448732,0.4549714219037937,1.0
A530058N18Rik,24H,-0.05797269370938096,0.926882883913112,1.0
A530072M11Rik,24H,0.4169320346626826,0.17789019989977603,1.0
A530084C06Rik,24H,0.22011273310218282,0.31472268518117824,1.0
A630001G21Rik,24H,0.3747472791963591,0.40034245757048526,1.0
A630023P12Rik,24H,0.03153592498722091,0.9372644499831052,1.0
A630033H20Rik,24H,-0.0481655548422939,0.9165047240005518,1.0
A630052C17Rik,24H,0.03319774546379417,0.9145453966425751,1.0
A630072M18Rik,24H,0.13266047066512066,0.6735709238731556,1.0
A730011C13Rik,24H,-0.14830842171103065,0.8189482778853997,1.0
A730017C20Rik,24H,-0.7416305174942819,0.06993164729404845,1.0
A730017L22Rik,24H,0.17612641788217864,0.38195979956519943,1.0
A730020E08Rik,24H,0.3061543225876422,0.49561247553809906,1.0
A730020M07Rik,24H,1.0438829750332008,0.057572973138414266,1.0
A730035I17Rik,24H,0.14474713284718366,0.6331155076009884,1.0
A730036I17Rik,24H,-1.0766722818417072,0.10874341445287311,1.0
A730056A06Rik,24H,-0.015519392592591608,0.8811136830426827,1.0
A730060N03Rik,24H,-0.24328819255363499,0.2492464614544742,1.0
A730061H03Rik,24H,0.012666924453754058,0.9797727886539815,1.0
A730081D07Rik,24H,0.046130995680223386,0.9075387364560599,1.0
A730089K16Rik,24H,0.47269640275144553,0.5417861087780875,1.0
A730098A19Rik,24H,-0.45231765714342,0.37322462551650204,1.0
A830005F24Rik,24H,-0.4669192078828419,0.33925100701251215,1.0
A830008E24Rik,24H,0.9062430237591554,0.3946366221607998,1.0
A830010M20Rik,24H,0.4205129906448306,0.2858336679769531,1.0
A830011K09Rik,24H,0.04973470878813835,0.9197076406033402,1.0
A830018L16Rik,24H,0.25699663964911856,0.45631265295308654,1.0
A830019L24Rik,24H,-0.6003830038852693,0.1470417840317159,1.0
A830019P07Rik,24H,0.24364791345295966,0.630708950406997,1.0
A830036E02Rik,24H,-0.22231440156473248,0.6766871097212029,1.0
A830039N20Rik,24H,0.11242962591514427,0.7829136393674415,1.0
A830052D11Rik,24H,-0.193193073459073,0.6768199832086488,1.0
A830073O21Rik,24H,-0.09605702105056402,0.855322328633927,1.0
A830080D01Rik,24H,0.030742248125542382,0.9589947866189279,1.0
A830082K12Rik,24H,0.06058627425250407,0.8631673886113868,1.0
A830092H15Rik,24H,0.3456456196585309,0.16902979564273837,1.0
A930003A15Rik,24H,0.8291242064434527,0.3051908828311519,1.0
A930003O13Rik,24H,0.2418658547286321,0.685997298119842,1.0
A930004D18Rik,24H,-0.11989831798953254,0.6961755175530518,1.0
A930004J17Rik,24H,0.3752621741873048,0.22313282539272028,1.0
A930005G22Rik,24H,-0.46522558728577446,0.2653737716373942,1.0
A930005H10Rik,24H,-0.03800784862903139,0.9124780020081216,1.0
A930006K02Rik,24H,-0.10308570337730627,0.8554823065104704,1.0
A930007I19Rik,24H,0.10482055772066001,0.8817949538956013,1.0
A930009A15Rik,24H,-0.34937240858402063,0.8166950692757489,1.0
A930011G23Rik,24H,0.5194173085290936,0.49646389799425106,1.0
