gene,n_datasets,meta_Z,meta_p,consistency,n_sig,mean_log2FC,GSE276942_log2FC,GSE215410_log2FC,GSE174412_log2FC,GSE276942_p,GSE215410_p,GSE174412_p,meta_padj
1700069B07Rik,2,-0.847203659643317,0.39688161404363576,1.0,0,-0.16582046980146217,,-0.305372907269591,-0.026268032333333333,,0.44033381532122384,0.6428610773887465,0.9999814863457843
Rasa3,3,-0.8471879744912897,0.3968903552901849,1.0,0,-0.3656577715517753,-0.052187908188901844,-0.1468072291330893,-0.8979781773333348,0.8324779495213854,0.32857774876309065,0.4025072841368358,0.9999814863457843
Necab3,3,-0.847182924934498,0.3968931694043538,1.0,0,-0.16428573832072532,-0.08826412636062031,-0.1530981599348884,-0.25149492866666723,0.6014938948225957,0.34075316459906624,0.8335504178227378,0.9999814863457843
Gm28884,2,0.8471453619632466,0.3969141035975954,1.0,0,0.09848994609805661,,0.1547558458627799,0.04222404633333333,,0.7207819579613773,0.42264973081037416,0.9999814863457843
Piezo1,3,-0.8470984179176378,0.39694026688731887,0.6666666666666666,0,-0.03572481546348322,-0.24519734164508922,0.13591640525463955,0.0021064900000000164,0.27720756174807104,0.863973392190827,0.9624119867331863,0.9999814863457843
Lrguk,3,-0.8470761574444217,0.3969526736638165,0.6666666666666666,0,-0.06139168388112589,-0.21525729745085176,0.08085577680747402,-0.049773530999999926,0.3501088552738218,0.8102322546231641,0.7444973712846792,0.9999814863457843
Scn10a,2,0.8466956469839034,0.3971647856662215,0.5,0,0.04522264962163107,,-0.002596036423404495,0.09304133566666664,,0.9656810939313661,0.25923138140262575,0.9999814863457843
Nid2,3,-0.8466643290979636,0.39718224657357093,0.6666666666666666,0,-7.869487777469504e-05,-0.554848421355536,0.5912975790555453,-0.03668524233333331,0.29817474974803443,0.5443220205576421,0.6867593432906047,0.9999814863457843
Cnih2,3,-0.8465878807039494,0.39722487139267426,0.6666666666666666,0,-0.04621010531102362,-0.02759816151765726,-0.17065094174874673,0.059618787333333145,0.5877457083520472,0.2320233445026363,0.9755716805185498,0.9999814863457843
Osbpl1a,3,-0.8465392265299906,0.397252000611236,1.0,0,-0.3978849161561593,-0.12295366903121874,-0.1596288071039238,-0.9110722723333353,0.6422621399218305,0.32777424654124326,0.758427498067188,0.9999814863457843
Rps6,3,0.8464965900257542,0.39727577533895875,1.0,0,0.3074787466830277,0.012218291363716105,0.2735204943520335,0.6366974543333335,0.9591456777965978,0.2758911106525019,0.2813916153507187,0.9999814863457843
Gm26684,2,0.8464940202641547,0.39727720830238833,1.0,0,0.333102378653485,,0.5326324629736368,0.13357229433333334,,0.4927279572513334,0.5942262751896494,0.9999814863457843
Clspn,3,-0.8464732282689531,0.39728880255430443,0.6666666666666666,0,-0.18752274731350668,-0.4918337313027834,0.0906907453622634,-0.16142525600000002,0.4353462503273779,0.6764560072925527,0.42935402420956253,0.9999814863457843
Cdh24,3,-0.846411986689809,0.39732295391602956,1.0,0,-0.08987926866162249,-0.22612152273731212,-0.0007427275808886691,-0.042773555666666685,0.36246034594191,0.9797843081044338,0.8753693997779265,0.9999814863457843
Mrps31,3,-0.8463455322546669,0.39736001422923184,0.6666666666666666,0,-0.7502796069276746,-0.17491371521310128,0.05715175776341219,-2.1330768633333346,0.4937440200037295,0.5904069161270797,0.2766085924897353,0.9999814863457843
Yeats2,3,0.8462980955218323,0.3973864700241513,0.6666666666666666,0,0.14319063520788125,-0.03809011038362797,0.16197459067393982,0.30568742533333193,0.9105299828396111,0.2089906532079134,0.20015380866941987,0.9999814863457843
Dcx,3,-0.8462669488631118,0.39740384130938244,1.0,0,-0.5419266719696049,-0.23267117268613546,-0.029309369889345405,-1.3637994733333336,0.5856081371917621,0.7880343279139509,0.4724813199373298,0.9999814863457843
Stk32a,3,-0.8462181042483977,0.39743108411770744,0.6666666666666666,0,-0.018736911154972447,-0.25809423478491667,-0.056924760013333575,0.2588082613333329,0.3183321725299112,0.5150124611212061,0.5919200546203264,0.9999814863457843
Mrps6,3,0.8461645951521543,0.39746092980678394,1.0,0,0.38064537092174167,0.0640319627969852,0.2790213599682376,0.7988827900000022,0.8054929126161718,0.14939455341169278,0.701755945909875,0.9999814863457843
H2-T10,3,-0.8458970904327571,0.3976101557808924,0.6666666666666666,0,-0.032385324150639126,-0.43096443658408123,0.37202320713216386,-0.038214742999999995,0.2155069510139472,0.22061863057949163,0.6214095680347634,0.9999814863457843
Kcnn3,3,0.8456746457549625,0.39773427098640546,1.0,0,0.3854510548727926,0.06051955173039403,0.2591788475546499,0.8366547653333338,0.7564083643474394,0.24117492757991882,0.6392424847901812,0.9999814863457843
Atmin,3,-0.8456070394899119,0.39777199719672995,0.6666666666666666,0,-0.0374063387124662,-0.0900611311844699,-0.0590424539529284,0.0368845689999997,0.4184331760945937,0.6211845192395091,0.9867966793756312,0.9999814863457843
Slc25a26,3,-0.8454827000552492,0.3978413877533087,1.0,0,-0.09357435772895835,-0.05288065537121156,-0.11478747648233023,-0.11305494133333327,0.6395125220306555,0.6311826273883395,0.48142049851611873,0.9999814863457843
Pitrm1,3,-0.8454558781339176,0.39785635731623314,0.6666666666666666,0,-0.033656943445748176,-0.15272915912368568,-0.04017264588022407,0.09193097466666522,0.5927712652267643,0.19614393546539594,0.9220857020521368,0.9999814863457843
Esyt3,3,-0.8454246397727678,0.39787379216306895,0.6666666666666666,0,-0.17320920083208569,-0.43374000782451283,-0.09967053367174428,0.013782939000000022,0.36292220238107736,0.5112760844820777,0.7193100757674054,0.9999814863457843
Tfip11,3,-0.8453115451467536,0.3979369167224819,0.6666666666666666,0,-0.013680707067124912,-0.09176839980659324,-0.22272930306144811,0.2734555816666666,0.5579758470582915,0.19014152136951395,0.8268797309669206,0.9999814863457843
Zfp536,3,-0.845149731396444,0.3980272446976971,1.0,0,-0.08082673580304071,-0.056281060641643066,-0.1793364664341457,-0.006862680333333371,0.5945505524818252,0.2513559878546513,0.9795447030494331,0.9999814863457843
Ly6e,3,-0.84492408387747,0.39815322670408504,0.6666666666666666,0,0.08534078088479635,-0.16590374628626314,0.19082107927398528,0.23110500966666692,0.09559716580409638,0.16455437753705035,0.7911816050312642,0.9999814863457843
Plekhb1,3,-0.8448090519316893,0.3982174598113719,1.0,0,-0.43412830811417474,-0.1310879677281882,-0.14260318328100752,-1.0286937733333286,0.4977673213015093,0.6720149168022486,0.7548312384453764,0.9999814863457843
Myom2,3,-0.8448033454858451,0.3982206464169764,0.6666666666666666,0,-0.025246383735833006,-0.48604873702528817,0.4112368574844558,-0.0009272716666666667,0.0964322043986565,0.06140208930096132,0.8917415278118966,0.9999814863457843
Serpina3n,3,0.8447156954830553,0.398269594047744,1.0,0,0.42457459134420716,0.0057703787375054105,0.2088772769617826,1.0590761183333335,0.9601748936084435,0.303450374199149,0.26061005592018505,0.9999814863457843
Lpcat3,3,-0.8447030974144372,0.3982766296632806,0.6666666666666666,0,-0.005080242838764848,-0.1681613545226206,-0.05035303466034069,0.20327366066666674,0.22001982013243623,0.6382069709330993,0.38542542859926515,0.9999814863457843
Adam19,3,-0.8445667073564719,0.39835280391044936,1.0,0,-0.19251453892921777,-0.055078267810667825,-0.4017264913103191,-0.12073885766666637,0.80960370635065,0.15802679306657164,0.6784886890775786,0.9999814863457843
A230056P14Rik,3,0.8445121528976129,0.3983832751925831,0.6666666666666666,0,0.025113221327647928,0.29124576410951786,0.09613669587342599,-0.31204279600000007,0.15264208692898557,0.7490779808256739,0.242056141826361,0.9999814863457843
Eno4,3,0.8444689099392058,0.3984074294565728,1.0,0,0.09535452985436299,0.17139615769390115,0.0005582228691878299,0.11410920900000002,0.7733223460097841,0.9991058981218948,0.14209965095560229,0.9999814863457843
Aqp9,3,-0.8442621876166454,0.3985229107450937,0.6666666666666666,2,-0.1404470845728827,-0.48009437989574266,-0.007552222822905463,0.066305349,0.032832697499062966,0.9811436780713025,0.016674015598248968,0.9999814863457843
Ears2,3,0.8442534940575562,0.39852776766956777,1.0,0,0.09370522231344229,0.09803379813955004,0.07011855413411006,0.11296331466666676,0.5701976239950146,0.7457111843446638,0.5343936694214827,0.9999814863457843
Cd86,3,-0.8440759930835171,0.3986269418483902,0.6666666666666666,0,-0.07312858027214264,-0.3151523757995873,0.06964346498315943,0.026123169999999973,0.22856321618724634,0.7268436546875053,0.8778558477490254,0.9999814863457843
9130221H12Rik,3,-0.8438700821628753,0.39874200798383985,0.6666666666666666,0,0.00575852995041289,-0.1873501561419859,0.039886074326557885,0.1647396716666667,0.26757169416512055,0.8821288835753364,0.9046645813343315,0.9999814863457843
Tm6sf2,3,0.8438385496688499,0.3987596305837585,0.6666666666666666,0,0.13112375510122706,0.6064147450493813,-0.2544560167457002,0.04141253700000003,0.27410284885325475,0.4440988365008006,0.6780030303573022,0.9999814863457843
9630028B13Rik,3,0.8438371985489377,0.3987603856961195,1.0,0,0.07061939436802057,0.035757876727838145,0.14513259904289022,0.030967707333333337,0.9228872736704007,0.317083090652108,0.29436672146696535,0.9999814863457843
Il1b,2,0.8438013198424199,0.39878043786181294,1.0,0,0.04207216930615007,,0.052097974612300146,0.032046364,,0.7247433771062597,0.4226497308103741,0.9999814863457843
Gcnt1,3,-0.8437536903662863,0.39880705832530805,0.6666666666666666,0,-0.016967379046229136,-0.31986298646498135,0.2939382969929607,-0.024977447666666763,0.18304497081483695,0.31121052857114617,0.9028902478197354,0.9999814863457843
Sirt6,3,-0.8437127563605976,0.39882993749608897,0.6666666666666666,0,-0.12173037422103193,-0.14531689124665803,-0.3703907604164378,0.15051652900000007,0.41538713752958273,0.31389203025322604,0.6519664420229899,0.9999814863457843
Cdk5r2,3,-0.8436363691740628,0.3988726345631145,0.6666666666666666,0,-0.16930288303394114,-0.048695152551312404,-0.6365089855505124,0.17729548900000136,0.5912289720979539,0.22017847253195294,0.9580816067487722,0.9999814863457843
Map10,3,-0.8434484002100724,0.39897771263688675,0.6666666666666666,0,-0.0669276661787761,-0.2183177894904489,-0.07039203037921293,0.08792682133333352,0.300055005730012,0.6676965370235709,0.6586514560401706,0.9999814863457843
Ica1,3,-0.8433538755223637,0.3990305599543539,0.6666666666666666,0,0.29521780806750336,-0.2068539713980737,-0.06183648439941525,1.154343879999999,0.253069861091526,0.4120553766345629,0.32552956979422626,0.9999814863457843
Ppm1f,3,-0.8433487400855662,0.3990334312197459,1.0,1,-0.12229425169924853,-0.01500089329862142,-0.20881187546579127,-0.1430699863333329,0.9323772638096751,0.03036368870100142,0.9035604652033946,0.9999814863457843
Mkln1,3,0.8433125983669475,0.39905363870669985,1.0,0,0.294438143571373,0.004950729175826396,0.1500871198716247,0.7282765816666679,0.9747622092407031,0.3452522978270262,0.21900098084193934,0.9999814863457843
Mthfr,3,-0.8431783005779054,0.3991287324199593,0.6666666666666666,0,-0.09261862162513716,-0.25317311283686905,-0.1350633263718759,0.11038057433333348,0.39018897853327733,0.4268245081342288,0.7097551299943243,0.9999814863457843
Ccdc163,3,-0.8431741252602165,0.3991310672194889,1.0,0,-0.09939818224249646,-0.19317511126130782,-0.07635131613284818,-0.028668119333333353,0.549860793871894,0.6438075656268825,0.6577353236353234,0.9999814863457843
C130021I20Rik,2,-0.8430721648048017,0.39918808512638015,1.0,0,-0.04385703026377997,,-0.06682695752755993,-0.020887103,,0.7256081324415607,0.42264973081037416,0.9999814863457843
Cenpo,3,-0.842849728710618,0.3993124919350748,0.6666666666666666,0,-0.059551776529688016,-0.21117799931183878,0.10515777705610807,-0.07263510733333334,0.38183412540039424,0.7195254052188865,0.5910689068201033,0.9999814863457843
Svip,3,-0.8427867788007344,0.3993477035737386,1.0,0,-0.4130198793940189,-0.14834097419615055,-0.013310653985906917,-1.0774080099999992,0.5782312666522889,0.9640915413383353,0.3841392479754478,0.9999814863457843
Tvp23bos,2,0.8426528715024628,0.3994226121249128,0.5,0,0.15582907475182484,,-0.006352954496350316,0.318011104,,0.9560027470672235,0.2572534845106512,0.9999814863457843
Acaa2,3,-0.8425484058266453,0.3994810567242385,0.6666666666666666,0,-0.2196518071349279,-0.1767388248141959,0.09874828574274552,-0.5809648823333333,0.594319228800003,0.8624279904727205,0.2728028990270279,0.9999814863457843
Snrpn,3,-0.8425409748756237,0.39948521425660777,0.6666666666666666,0,-7.221094515035815,-0.06921332349587139,0.02147447505507394,-21.615544696666646,0.6404863612841042,0.8671102112832505,0.2193558757071324,0.9999814863457843
Gabra4,3,-0.8424776837593192,0.3995206259695283,0.6666666666666666,0,-0.5453944784103122,-0.24838785411048114,0.24191837221288104,-1.6297139533333365,0.22790414652174498,0.2517964484100028,0.624614067147434,0.9999814863457843
Dctpp1,3,-0.8423551060961303,0.39958921418749804,0.6666666666666666,0,-0.023955893876316543,-0.15181254605349004,-0.16186527057545952,0.24181013499999993,0.33161892495691586,0.501037797335384,0.6121209721070248,0.9999814863457843
Gm12703,2,-0.8422915819371454,0.3996247618580937,1.0,0,-0.033695909332077424,,-0.03669343633082151,-0.030698382333333336,,0.5000000000000001,0.5914920022624868,0.9999814863457843
Gm43294,3,-0.8422573429276973,0.3996439225547821,0.6666666666666666,0,-0.20699115515492209,-0.37917678470304983,0.023004362904950393,-0.2648010436666668,0.476826517497602,0.8111427537529483,0.4369972085326827,0.9999814863457843
Krr1,3,-0.8422304667577003,0.3996589632759895,0.6666666666666666,0,-0.22761297712607398,-0.30906603188139314,0.035013445169837176,-0.40878634466666597,0.2723179436778163,0.43392625205847435,0.6768193019207757,0.9999814863457843
Mirg,3,0.8422304104130911,0.3996589948085023,0.6666666666666666,0,0.3014194202974889,0.2173555951210684,-0.20011944622860156,0.8870221119999999,0.5559589313613088,0.3403790617723324,0.1061596535904424,0.9999814863457843
Gm14133,2,-0.8421599848000357,0.3996984087378539,1.0,0,-0.038779504998744094,,-0.03669343633082151,-0.04086557366666668,,0.5000000000000001,0.5916093805777123,0.9999814863457843
Park7,3,-0.8421316251449343,0.3997142809736902,1.0,0,-0.19790354328281476,-0.044886519055109986,-0.22674386379333367,-0.3220802470000006,0.6660948781559568,0.42248012122523787,0.6103371450829845,0.9999814863457843
Gm10605,3,-0.8420535437919937,0.39975798323978384,0.6666666666666666,0,-0.13571164316726117,-0.47105217137925504,0.17396117621080487,-0.11004393433333332,0.17626887602117516,0.10192300908636877,0.5599206531891489,0.9999814863457843
Gm26664,3,-0.8419881595919639,0.39979458109834654,0.6666666666666666,0,-0.08739225329715643,-0.6323134846368248,0.14465158641202214,0.2254851383333334,0.10474534844854488,0.43290640073640685,0.5001425338918687,0.9999814863457843
Cptp,3,-0.8419680169053252,0.39980585608129837,0.6666666666666666,0,0.07031218401925672,-0.2063326691182361,-0.08774065982399382,0.5050098810000001,0.12476177486980973,0.5857880376673285,0.11454221362180002,0.9999814863457843
Insm1,3,-0.8417961964859979,0.39990204130671403,1.0,0,-0.15570153602042236,-0.05046422959068053,-0.3894652994705865,-0.027175079000000046,0.8678667833101616,0.09628988742883753,0.7205519428502472,0.9999814863457843
Usp10,3,-0.8417541550110123,0.3999255782809107,0.6666666666666666,0,-0.041811479086998116,-0.1468133220111092,-0.00018859124988512832,0.021567475999999974,0.3142114305117935,0.9960639596241484,0.9703261045248991,0.9999814863457843
C130074G19Rik,3,-0.8415540660103215,0.4000376097826207,1.0,0,-0.5307656880963322,-0.06934654806412333,-0.48742836022487257,-1.0355221560000007,0.7065998531856555,0.32554190950619344,0.6347449473218078,0.9999814863457843
Asap2,3,0.8415239545343043,0.40005447108264414,1.0,0,0.2892106294996178,0.04516899985843992,0.034058388640413106,0.7884045000000004,0.7736573309284088,0.812678257866513,0.20439042853796252,0.9999814863457843
Neu4,3,-0.8414964112918488,0.4000698946421114,0.6666666666666666,0,-0.14188882801496105,0.009119928349855755,-0.23136772772807213,-0.2034186846666668,0.9589725367395532,0.06268842790049252,0.5166607406679484,0.9999814863457843
A630014C17Rik,2,-0.8414864091405593,0.4000754956969803,1.0,0,-0.055689224662504096,,-0.10776800499167485,-0.003610444333333334,,0.223902369326889,0.9256513496982683,0.9999814863457843
Gm26803,2,0.8414741851778288,0.40008234099698203,1.0,0,0.12047267151665753,,0.04234329403331505,0.198602049,,0.8236381368962729,0.3658006019105029,0.9999814863457843
F2r,3,-0.8414580362509162,0.40009138434662983,1.0,0,-0.08599912552803886,-0.10465392706540921,-0.10456747718537418,-0.048775972333333195,0.6418783828018797,0.22545958501023802,0.9177190187798968,0.9999814863457843
Eif1,3,0.8414518298111131,0.400094859966615,1.0,0,0.681906117586642,0.0692587957931643,0.10104716363342714,1.8754123933333346,0.6696043963249229,0.697984111332712,0.39196262602070453,0.9999814863457843
Fpr2,2,0.8413701907691425,0.40014057969994465,1.0,0,0.04595262967740062,,0.03583362602146789,0.056071633333333336,,0.7276279811644896,0.42264973081037416,0.9999814863457843
Zbtb8a,3,-0.8412222335298609,0.40022344714611147,0.6666666666666666,0,-0.057277934775255335,-0.29233440142272826,0.004659290096962199,0.11584130700000006,0.23139698001108708,0.9702093003898392,0.6889993510004835,0.9999814863457843
Zfhx2os,3,-0.8410911470677527,0.40029687427567473,0.6666666666666666,0,-0.1261500404759873,-0.6057026181771938,-0.3354165595841013,0.5626690563333333,0.20620689908419396,0.3149128785265888,0.16402304420601574,0.9999814863457843
Ints1,3,-0.8410430873818623,0.40032379658791173,0.6666666666666666,0,-0.0941408146877541,-0.06557414511272697,-0.2547677906172021,0.03791949166666675,0.7529688033260634,0.07180631837382592,0.9481697974033021,0.9999814863457843
